t,id,iq,Vdc,Idc,P_ac,Q_ac
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.005,-0.05,0.0,1.0,0.0,0.0,0.0
0.01,-0.09997500000000001,0.07853981633974484,0.9625,-0.07500000000000001,-0.07500000000000001,0.0
0.015,-0.02655495748638298,0.23554090920289478,0.8845974025974026,-0.15580519480519478,-0.1499625,-0.11780972450961727
0.02,0.2934451149781976,0.2771355684260984,0.8620829592401101,-0.045028886714584854,-0.03983243622957447,-0.35331136380434214
0.025,0.6786219253286396,-0.18394550808177362,1.1173760651700113,0.5105862118598025,0.4401676724672964,-0.4157033526391476
0.030000000000000002,0.33934168594070435,-1.2498303629164407,1.572877538542845,0.9110029467456676,1.0179328879929594,0.27591826212266046
0.035,-1.6740569280881434,-1.7822421215390283,1.7346868709409093,0.32361866479612844,0.5090125289110565,1.8747455443746608
0.04,-4.522759277596748,0.8482514730081454,1.0109005109362992,-1.4475727200092203,-2.511085392132215,2.6733631823085426
0.045,-3.2380675999583945,7.952161007498155,-2.344592360519286,-6.710985742911171,-6.784138916395122,-1.2723772095122179
0.049999999999999996,9.20477673450129,13.034529618922619,-1.3087830058257848,2.0716187093870024,-4.857101399937592,-11.928241511247233
0.05499999999999999,29.624765593036972,-1.4308171294085916,-6.58359366591692,-10.549621320182272,13.807165101751938,-19.55179442838393
0.05999999999999999,27.312430919050218,-47.96457469654621,-9.958433506018638,-6.749679680203434,44.43714838955546,2.1462256941128857
0.06499999999999999,-48.09380304602355,-90.8428585726814,-12.015415979909479,-4.113964947781683,40.96864637857533,71.94686204481931
0.06999999999999999,-190.81538470601674,-15.251867977104041,-9.01340986170021,6.004012236418538,-72.14070456903534,136.2642878590221
0.075,-214.72755520885948,284.4878633490507,6.8642147804035805,31.75524928420758,-286.2230770590251,22.87780196565606
0.08,232.20229933516225,621.638874401101,-16.597415072206587,-46.92325970522033,-322.0913328132892,-426.73179502357607
0.085,1208.5042586876584,256.58553609489854,-27.090116721453143,-20.98540329849311,348.3034490027434,-932.4583116016515
0.09000000000000001,1610.8936241648805,-1641.8568071357124,-60.54800851776153,-66.91578359261678,1812.7563880314879,-384.8783041423478
0.09500000000000001,-968.984464419176,-4171.421666427657,-80.50193016935884,-39.907843303194625,2416.3404362473207,2462.7852107035687
0.10000000000000002,-7521.003803324177,-2647.2587181634817,-71.47434105707943,18.055178224558837,-1453.4766966287639,6257.132499641486
0.10500000000000002,-11675.597571989478,9168.030059267665,7.445628949897269,157.8399400139534,-11281.505704986266,3970.8880772452226
0.11000000000000003,2731.2981678393644,27503.431823454517,-1168.640130616852,-2352.171519133499,-17513.396357984217,-13752.045088901496
0.11500000000000003,45932.172201291665,23199.366978119084,-1170.393000103542,-3.505738973379721,4096.9472517590475,-41255.147735181774
0.12000000000000004,82350.6365483873,-48962.320080869584,-1199.826813487526,-58.867626767967884,68898.2583019375,-34799.050467178626
0.12500000000000003,5399.578695727148,-178293.91632025747,-1251.3033905376458,-102.9531541002398,123525.95482258094,73443.48012130437
0.13000000000000003,-274666.59993935784,-186686.40774358553,-1254.5397631491317,-6.4727452229715965,8099.368043590715,267440.8744803862
0.13500000000000004,-567775.6401855466,244852.22173827293,-1090.3361595603385,328.40720717758614,-411999.8999090368,280029.6116153783
0.14000000000000004,-182878.83185140515,1136589.6856744813,-699.785294668478,781.1017297837212,-851663.4602783199,-367278.33260740933
0.14500000000000005,1602563.460894962,1423286.788152373,-503.7835710919161,392.0034471531237,-274318.24777710775,-1704884.528511722
0.15000000000000005,3837455.7879699683,-1094725.6530712266,-2889.5751384233745,-4771.583134662917,2403845.191342443,-2134930.1822285596
0.15500000000000005,2115945.9753835564,-7122039.746225732,-3885.6010948717108,-1992.0519128966725,5756183.681954952,1642088.4796068398
0.16000000000000006,-9072385.920262773,-10442198.892181555,-4294.021682263496,-816.8411747835703,3173918.9630753347,10683059.619338598
0.16500000000000006,-25470417.44080317,3813892.6860790383,-2709.425715200201,3169.19193412659,-13608578.880394159,15663298.338272333
0.17000000000000007,-19466833.659999892,43820823.897682294,4341.076896269574,14101.005222939548,-38205626.161204755,-5720839.0291185565
0.17500000000000007,49376488.92243549,74377344.29318854,977.8272709182538,-6726.49925070264,-29200250.48999984,-65731235.846523434
0.18000000000000008,166183459.8404742,-3220251.808348641,38849.921651197124,75744.18876055774,74064733.38365324,-111566016.43978281
0.18500000000000008,161042008.34864527,-264259009.9739285,42058.1030215324,6416.362740670549,249275189.76071128,4830377.712522961
0.19000000000000009,-254135594.89503193,-517091075.6426666,44929.88033872732,5743.554634389844,241563012.5229679,396388514.9608928
0.1950000000000001,-1066253289.3855071,-117637271.13589317,40687.67682662527,-8484.407024204103,-381203392.3425479,775636613.4639999
0.2000000000000001,-1250504356.1852508,1557288297.8994055,21033.32372982157,-39308.706193607395,-1599379934.0782607,176455906.70383975
0.2050000000000001,1196303634.0439048,3520797303.087265,-23556.78856941484,-89180.22459847282,-1875756534.2778761,-2335932446.849108
0.2100000000000001,6726160953.255737,1639887550.3481696,-61644.6511356159,-76175.72513240212,1794455451.0658572,-5281195954.6308975
0.2150000000000001,9298727213.172695,-8926361312.232376,-143478.5267762425,-163667.7512812532,10089241429.883606,-2459831325.5222545
0.2200000000000001,-4727417711.382582,-23528304681.895676,-192085.4198533904,-97213.78615429581,13948090819.759043,13389541968.348564
0.22500000000000012,-41683228572.609795,-16090730153.289831,-173627.15640870473,36916.52688937135,-7091126567.073873,35292457022.84351
0.23000000000000012,-66937646778.60904,49393177542.59437,6427.7501859068,360109.81318922306,-62524842858.91469,24136095229.934746
0.23500000000000013,10682443897.365677,154513890637.9564,-7803962.142381817,-15620779.785135448,-100406470167.91356,-74089766313.89156
0.24000000000000013,253386954528.25726,137656690057.46283,-7804988.778951402,-2053.273139169534,16023665846.048515,-231770835956.93457
0.24500000000000013,469490884151.94934,-260431435718.29785,-7829337.336172739,-48697.114442674385,380080431792.38586,-206485035086.19424
0.2500000000000001,60171396101.59985,-997775776290.0092,-7874311.533604126,-89948.39486277393,704236326227.9241,390647153577.4468
0.2550000000000001,-1507161213957.774,-1091793896376.3779,-7880042.643794981,-11462.22038170854,90257094152.39978,1496663664435.0137
0.2600000000000001,-3221393475395.9473,1276195299344.419,-7736595.334996669,286894.61759662523,-2260741820936.661,1637690844564.567
0.2650000000000001,-1215139890175.172,6335710240007.748,-7424307.435483826,624575.7990256837,-4832090213093.921,-1914292949016.6284
0.27000000000000013,8737578052410.85,8241279660916.858,-7301554.582702483,245505.70556268678,-1822709835262.7583,-9503565360011.621
0.27500000000000013,21678581082842.29,-5487796488724.269,-8199059.828343288,-1795010.4912816097,13106367078616.273,-12361919491375.287
0.28000000000000014,13047531225614.805,-39537688125533.91,-10182084.242426265,-3966048.8281659526,32517871624263.434,8231694733086.402
0.28500000000000014,-49064647817548.914,-60012933404408.59,-11143149.598616963,-1922130.712381398,19571296838422.207,59306532188300.86
0.29000000000000015,-143308210845471.97,17087641629584.672,-7840808.053482458,6604683.0902690105,-73596971726323.38,90019400106612.89
0.29500000000000015,-116395352034710.12,242187109004385.8,5867110.492791191,27415837.092547297,-214962316268207.94,-25631462444377.008
0.30000000000000016,264089466862471.62,424899406882005.2,-9011851.499366991,-29757923.984316364,-174593028052065.2,-363280663506578.75
0.30500000000000016,931387849716624.5,9856192685771.188,-30990365.033546545,-43957027.06835911,396134200293707.44,-637349110323007.8
0.31000000000000016,946404227058758.2,-1453169348566842.5,-53530947.77696727,-45081165.486841455,1397081774574936.8,-14784289028656.781
0.31500000000000017,-1336702049994500.2,-2939051047419620.0,-66790626.51927931,-26519357.484624077,1419606340588137.5,2179754022850263.8
